27.848711,31.818246,33.379089,32.500659,27.555437,24.900682,23.391230,24.605757,25.314064,24.256652,25.063865,24.872387,25.017777,24.657766,24.574546,24.906020,25.177663,24.385619,25.113972,24.972278,29.196370,31.322103,32.579902,32.936116,26.667523,32.301438,33.623354,30.525021,29.193081,25.298495,24.690822,24.072984,25.452890,24.436437,23.897649,24.717507,24.630827,25.053326,24.858971,25.960714,25.558719,24.862697,24.274251,25.950901,28.917324,33.530707,33.210789,32.719316,28.657551,31.474638,31.792034,31.983101,27.614162,24.589340,24.965171,24.779759,23.749547,24.363495,25.744468,25.542214,25.558752,25.138882,25.529828,25.192898,24.865436,25.931815,24.803402,24.384266,29.258636,32.392697,31.740676,31.916262,26.653360,32.261484,32.252990,32.033266,27.796998,25.266314,23.895426,24.775355,24.952146,25.768939,26.435425,25.464552,25.238120,24.177507,23.865123,25.152270,25.108603,25.486472,25.563985,25.288739,27.115324,32.120003,32.915794,30.641622,27.957087,30.286907,32.724736,32.006528,28.026798,24.310722,24.793452,25.368764,23.920488,24.184742,25.101610,24.000445,26.556092,24.877331,24.274410,24.346117,24.613502,24.544137,23.326720,26.010992,28.276512,31.383998,33.654299,30.562216,19.377566,22.240282,23.063948,22.177275,19.757380,17.364827,18.302769,18.096844,16.100695,18.328984,18.708888,18.189796,17.379978,17.114051,17.907587,17.153321,17.699450,17.487747,18.182108,17.281904,19.554260,22.195936,24.182950,22.029473,19.569013,22.464331,23.502152,21.451305,19.501979,18.114056,17.739687,16.116969,17.769908,18.018816,17.030954,17.879224,18.548499,17.721969,17.149655,17.207422,17.507299,17.711551,17.535182,17.780894,19.719939,22.085278,23.640294,21.387824
81.235282,82.434142,80.452577,81.694803,80.349666,77.566290,82.098695,82.650211,89.691248,94.105754,98.497641,93.753892,89.762201,90.759025,96.863721,101.881071,94.279466,88.513970,77.260258,78.456439,81.757347,79.520811,82.418764,81.075920,85.468844,80.187531,77.187189,79.930941,78.073969,81.954360,80.083960,79.725456,87.973981,97.495430,99.095076,97.568848,90.313388,87.537962,94.162655,98.974069,97.434967,88.407204,81.260150,83.525875,80.461907,78.382126,82.114847,80.102722,81.744894,82.132397,78.081984,82.764009,81.810244,78.792191,80.608898,80.514415,88.270109,97.758576,102.874713,96.029361,90.884008,90.198651,96.479340,100.352362,93.709617,85.220709,80.330046,78.288142,79.920728,78.930675,76.423007,80.714609,79.170936,80.160397,78.213759,79.330366,83.120760,80.257102,81.099153,77.458256,93.000318,99.701576,102.726871,97.672280,88.252532,89.106394,98.110788,98.742861,95.125751,84.883981,78.456362,83.322603,79.331506,79.364306,80.635534,76.775545,81.890763,82.532814,80.754593,83.302702,77.346336,83.687432,78.538517,77.440161,87.747462,99.758759,99.961116,94.149565,85.632361,88.012009,92.024825,97.399614,99.100883,90.868773,79.743176,79.068670,80.117018,84.695994,80.809951,81.819476,55.716559,56.085255,56.906028,56.176533,53.343672,57.792757,55.138813,58.955845,62.717160,67.309685,70.615058,67.058427,61.074566,62.046210,68.449310,69.349658,66.339192,61.257888,57.332816,58.033570,56.506819,56.813840,55.118419,57.227457,56.772432,55.005821,53.497260,54.291202,55.063116,57.626712,58.174004,55.384675,61.184491,67.576596,70.017005,68.513631,61.023109,63.084372,66.875409,71.195565,66.830867,60.897240,58.677245,57.491318,53.491137,55.374517,57.686892,54.324675
83.627333,80.809166,80.180145,80.165461,79.483165,82.366965,78.989115,77.286429,85.058938,96.172766,102.121385,96.489719,87.587508,89.139128,96.387173,101.652381,98.667756,86.313466,75.320807,79.296926,77.961317,81.663916,78.551332,76.248443,78.851597,77.016051,83.180315,80.943284,81.295116,81.072053,81.680342,82.266684,87.142755,93.174825,98.306133,95.924249,83.093562,90.507698,92.221254,101.198187,95.678606,88.792596,79.056161,80.434413,79.056245,78.887638,78.205527,83.051660,80.733819,80.418994,78.248876,79.530303,78.025542,79.017673,77.581755,83.178288,86.708434,94.264590,97.348779,94.472337,87.232459,88.123287,94.724104,96.798778,92.985598,89.581565,79.754423,81.297786,81.560550,80.302160,77.536538,80.379170,82.799193,79.105144,80.681231,79.972444,82.744756,78.644428,82.307064,79.249979,86.833954,96.234468,100.684914,99.837807,88.861321,88.608802,99.207034,101.202108,94.726198,90.934187,78.520762,78.701505,78.302959,78.127510,80.666347,79.484196,73.043662,79.463474,78.964175,81.785651,78.873483,85.078516,82.793587,79.220179,90.521492,97.065171,100.466932,97.620053,88.330388,88.702948,97.661453,104.104905,96.517138,87.314652,75.941538,83.922607,79.473517,81.069619,83.811814,80.455205,55.727462,57.987542,56.645032,56.820548,53.867575,57.688281,56.525823,54.079775,62.434704,64.322788,73.278765,65.667727,64.012082,60.617434,67.994640,68.723020,68.606285,61.426126,56.654891,56.021090,54.088069,56.705750,55.295468,57.463438,55.669796,55.892531,58.356097,59.334292,57.100448,55.598004,55.475474,54.853852,60.880239,66.827270,72.749954,66.934213,60.039098,61.813903,67.459703,70.049890,68.329891,61.852180,57.076218,54.907519,58.493021,56.353472,56.560307,54.901683
30.752003,32.301559,32.897666,30.641467,27.003741,25.162771,24.394919,23.862197,24.482742,24.134762,26.349713,25.705312,24.993622,26.183955,25.061895,24.310973,26.218499,25.431128,24.170203,24.847729,27.588404,30.299659,33.740942,32.933433,27.170044,31.856275,32.479486,31.016199,27.814983,24.308807,25.038817,24.335240,25.216365,24.959810,24.808842,24.273949,24.538583,25.604313,25.400734,24.217956,25.079466,25.601110,23.664476,25.434688,27.758799,31.862378,32.389393,29.961994,26.986864,31.444367,33.207778,30.682446,28.799772,23.670784,24.947136,24.031187,24.478531,25.037919,24.311669,24.692356,25.805034,24.538487,25.668554,24.096235,25.423843,26.153255,23.022684,24.362484,28.750556,31.243463,33.296917,30.922711,28.358170,31.281357,33.934226,31.609436,28.558980,24.670498,24.609915,24.653953,25.315562,24.663212,25.231820,26.660321,25.696900,24.739181,25.960971,24.673540,23.369500,24.193531,23.503366,24.718789,28.303633,32.747049,33.261542,31.230619,28.952423,29.636991,33.188492,32.022591,27.106029,25.915003,25.270797,24.667770,25.506225,26.816554,25.145493,25.198576,24.632511,24.320125,25.664269,24.315133,25.057253,24.617874,25.383184,25.266930,29.118930,30.997886,32.784100,30.622888,19.553425,22.195418,23.523914,21.467717,20.289208,18.259157,17.731524,18.551006,17.066678,16.802993,16.503917,18.337785,17.866445,17.468873,17.656782,16.869726,18.869621,17.572364,17.561261,17.906429,20.071594,22.109505,22.657334,22.248152,20.856163,22.737565,23.992185,21.697849,19.248050,17.429559,17.531206,18.112747,16.552220,18.356548,17.411516,17.260947,16.933222,16.573280,17.960976,17.541058,16.777622,16.774756,17.311961,18.434652,19.656858,21.142369,22.962384,21.831404
29.119959,30.847326,32.274477,30.829393,28.351625,23.812239,24.970371,25.343559,25.885859,25.140765,23.928297,25.119112,24.151793,24.105644,23.909837,23.470997,24.546269,25.903111,26.805187,24.541132,29.157783,31.090233,31.679411,31.966653,28.476750,32.860315,31.772257,33.642725,29.562272,24.985661,24.761090,24.427352,25.087786,24.852851,25.411036,24.764507,26.131971,25.100037,24.794546,25.819429,23.701981,25.272791,25.020457,23.871320,26.922096,32.214175,33.770233,31.543946,29.662225,31.758674,33.999844,31.742159,28.068251,24.153975,24.517251,24.794302,26.090522,25.615936,25.264255,25.696008,25.421907,25.209550,23.801072,25.911326,24.633191,25.870832,25.948168,24.463969,29.048671,31.117109,32.715974,31.611878,28.516476,31.436740,31.932570,31.308742,30.111681,22.772797,25.695792,25.845700,23.913322,24.624449,24.199426,26.483172,25.882420,25.921140,25.096518,26.049674,24.993411,26.087326,24.881043,24.456606,29.737659,31.389220,32.280960,30.678192,27.563635,32.081453,32.920910,33.244266,29.237841,25.205711,26.123118,24.603594,23.516171,24.208334,25.117766,24.821967,25.659532,24.900309,25.598428,26.200777,24.897843,25.444116,23.596171,24.900885,27.303332,31.522081,33.188800,31.592040,19.533360,23.271272,22.389908,21.239808,20.729017,17.105604,16.970973,18.789631,18.052005,17.167100,17.621804,18.589688,17.887308,18.220243,17.950690,18.020942,17.522255,17.506355,17.649548,17.911294,19.643572,22.052480,22.926206,22.048913,19.101671,23.443477,22.689554,21.781711,19.343441,17.844797,17.390239,16.960268,17.867855,17.943324,17.462549,17.128369,18.726997,17.690438,16.786521,18.291863,17.020766,19.035452,17.544608,18.067457,18.637419,21.265011,23.846961,22.162106
78.698830,82.087092,81.735530,80.566064,77.301073,81.171007,81.426799,80.094034,90.668588,94.647884,98.980285,91.045525,90.061901,88.849970,92.651107,96.482802,94.269487,89.809562,79.399279,78.390426,77.987768,77.898176,76.132643,77.585208,77.858844,81.365246,79.668554,78.348830,84.619446,78.672206,82.334206,83.242217,85.082325,96.162674,98.964933,94.816899,89.332999,86.976505,95.022810,99.663770,95.267950,85.875105,81.591813,82.097062,80.687237,79.246895,78.589579,78.592760,84.714753,81.875677,78.319780,80.329396,79.274930,81.167601,81.086998,82.167219,86.521133,96.224219,96.502906,93.500067,89.990447,86.320878,94.332930,99.983444,97.404270,86.100592,73.038382,78.259554,82.411256,80.686270,82.647750,77.736368,76.721207,80.925097,80.480045,80.611109,81.865993,80.843370,80.811235,81.430014,89.227079,97.729640,102.017042,99.078126,86.923863,89.183370,95.274101,98.332882,94.635667,89.212157,80.836505,80.800824,79.548573,80.006830,81.635505,77.021214,80.049284,80.179912,81.506609,77.299503,82.990267,80.427261,80.533161,79.197240,89.298291,96.110656,102.417964,93.131760,88.573337,89.039271,95.642003,99.190668,95.288834,88.571524,76.380082,81.930030,79.039736,80.255605,80.734205,78.948389,55.816546,53.150664,57.024973,57.512097,53.618609,55.430910,54.278183,55.751164,62.663663,68.592556,71.570594,69.045085,61.444194,60.149830,67.049897,70.886575,65.492160,64.079764,57.257044,55.710806,55.004779,55.063230,56.103889,55.678836,57.330704,55.519834,56.707703,55.959505,56.377537,55.677921,56.990802,57.011556,62.399473,68.060844,68.677884,67.662868,63.504455,62.443538,65.767319,69.930327,67.735293,60.695213,54.098420,55.557463,54.962835,55.979995,53.772033,56.790581
80.592918,79.918284,79.762004,77.644207,78.125956,83.237604,82.430310,81.484169,90.101942,97.706775,99.353288,96.109955,85.277229,88.042855,98.381577,98.678586,98.061030,88.405417,77.229256,77.785361,81.838606,81.105048,80.203528,79.451936,80.421136,81.760592,82.951707,83.047368,80.743920,79.656137,80.292496,81.044241,89.258380,98.630721,104.231511,95.604239,92.534016,90.566724,95.813102,102.997130,99.386045,87.301655,83.464431,82.150166,84.737118,79.151923,79.293147,75.946676,81.142388,80.750503,78.874013,79.836299,77.377558,82.396890,79.020601,86.188098,87.871043,94.495510,99.175374,93.190826,89.186790,87.382446,98.277254,99.450505,98.783632,89.737157,80.057194,83.160465,81.904587,85.892426,79.181090,80.153232,83.137418,76.912924,82.633887,80.878606,78.223578,77.273921,78.655021,75.430361,87.243167,97.259861,99.047399,98.791373,91.542141,90.773535,96.476030,95.350641,94.607353,87.938169,78.212265,79.720989,83.220135,76.708447,83.623384,81.769453,80.536434,78.572767,78.252099,76.747565,83.433531,83.075223,77.187431,78.894744,89.088535,95.415730,96.162650,94.699203,92.124314,87.042289,95.687813,97.709645,97.190274,88.452549,78.515961,77.390689,82.809087,76.788913,81.007631,75.692242,56.990096,57.358418,57.532697,55.774308,58.217605,59.230908,55.549728,55.368593,61.964420,66.541571,69.126582,66.458890,64.157630,62.836207,66.536999,66.562825,65.048073,62.460373,53.029822,56.410191,54.508211,56.128528,56.089399,56.168826,55.447809,55.401800,54.990893,56.677449,57.127270,54.293438,55.927720,56.275215,62.012852,67.443801,69.437151,67.600966,62.620812,61.953023,67.918639,71.386495,64.619007,63.076421,56.479399,54.443725,57.123459,55.442351,55.633247,55.289248
28.093573,32.177169,33.951576,30.423813,28.766818,25.560938,24.761949,26.100565,24.879956,25.100461,24.861543,25.012463,24.122980,23.847959,26.275604,24.322431,24.206886,23.277288,24.488831,23.941528,29.602510,32.213753,32.449480,33.207848,29.074311,31.146034,31.000475,33.238653,27.177240,23.683681,25.818056,26.951802,26.107418,25.451127,25.475803,25.682732,25.607143,25.224953,25.083361,24.949925,24.396828,24.775460,23.645635,24.921328,27.498025,30.523028,33.143915,32.519501,29.023552,30.149499,32.208297,32.158516,27.502908,24.820293,25.440042,24.225324,25.084300,23.932780,24.518906,25.255826,23.725605,25.352380,24.984290,25.441992,25.179131,26.091312,25.100180,24.656476,28.386736,31.840538,33.039088,31.438373,27.727305,30.875578,31.877916,32.805561,27.293808,24.445676,24.425274,25.715940,24.764040,25.998194,24.461208,25.223195,24.331722,26.716119,24.049921,25.247857,25.507022,25.331039,24.851770,24.896143,28.323948,31.288298,33.771103,33.174318,27.842905,30.310057,32.929374,33.469667,27.645959,26.311293,26.342161,24.557129,25.455186,26.302717,24.696698,24.837136,24.534655,24.188195,24.480578,24.020848,25.027267,24.384021,25.187029,23.755283,28.553603,32.072722,31.405011,31.705144,20.489723,21.306730,24.036641,22.218780,19.407422,17.468769,17.812663,17.542563,17.801703,16.984423,17.594842,16.708320,17.437713,16.993812,17.088103,18.192212,18.111134,17.841117,16.888305,17.322811,20.481564,22.063491,24.398825,22.204387,19.909776,21.811024,23.174783,21.898746,20.198770,18.035753,17.059846,16.754510,16.471725,17.784475,16.882115,16.294381,17.717604,18.896080,17.496600,17.969555,17.545824,17.444622,18.014683,17.337446,19.951969,22.164280,22.725869,22.539673
44.348835,44.184331,45.130972,45.820037,45.184845,46.064193,42.046279,50.839308,55.475932,60.452584,57.441437,50.993251,51.932103,58.507780,59.909219,55.433519,48.794798,45.054165,51.529484,55.556775,61.088650,56.322626,48.682035,46.884655,46.715982,41.976601,44.156100,44.097624,47.459233,44.851061,42.756183,52.489842,55.164898,59.609489,55.856408,50.326002,52.572571,59.293056,58.088447,57.950176,50.067554,43.947492,51.902639,55.469207,60.705904,58.106231,50.517886,46.990617,43.090763,47.018109,42.084019,49.049571,44.390697,43.256539,44.650992,49.596967,57.591509,62.051486,55.520877,52.035783,48.867581,58.560493,60.624355,58.625336,50.983164,44.347265,52.390861,55.048988,57.385764,57.003618,50.582289,45.830750,46.637327,45.799521,46.517855,45.481578,45.741894,44.825014,45.697568,51.416664,57.498826,59.749914,58.224455,50.101006,51.139161,58.978737,58.576917,53.768293,51.716370,44.614568,52.682978,56.815288,59.093491,56.897335,52.806287,45.863054,41.349147,45.278651,45.353643,44.972625,44.083665,46.791798,46.866051,47.861944,55.814122,59.782904,58.433823,51.218964,50.141294,58.075361,59.682996,56.834960,51.125947,45.861463,50.703860,58.041481,59.890397,55.410536,51.111520,43.477180,31.543036,32.370948,30.372690,31.882487,30.629511,31.711786,32.403214,33.580690,38.737543,41.612572,40.238535,35.641977,35.768504,42.052876,40.726920,41.100002,35.449202,32.076949,38.052073,40.630855,42.391120,41.586821,36.997718,30.660636,31.809251,29.696629,30.932839,31.829756,30.867789,31.787035,31.485946,36.379917,39.462334,41.012844,41.459776,35.296197,36.509690,41.414752,42.170803,39.008621,35.629139,32.568418,36.033239,38.642344,42.626476,40.715751,35.443602,32.140757
29.319284,31.067650,33.208530,30.285493,28.864768,26.157203,24.588287,24.111821,25.222386,26.163849,23.840115,24.114953,24.636648,24.343725,24.346252,23.324703,25.471246,25.270976,23.640921,26.165757,29.633772,30.805175,33.933239,30.947501,28.433792,30.737290,34.771401,31.169085,28.390058,24.449650,26.489052,26.509292,26.304743,25.765152,24.500168,25.662280,24.994366,26.049927,25.892722,24.480588,25.758261,25.545628,22.781150,25.640749,27.943462,30.697065,32.325392,31.297705,28.672946,30.313530,33.151878,31.867306,29.778343,24.138648,24.720310,25.209330,25.917927,24.756621,25.958913,23.450110,23.997321,25.278915,23.871340,24.060424,24.577779,25.617151,23.483228,25.136239,29.115269,31.249943,32.704936,31.727316,28.135209,32.518299,32.110870,31.364584,28.453447,24.697237,22.702974,24.871276,25.720142,25.622487,25.283823,24.121710,25.316248,24.541250,25.282786,25.097204,24.218900,24.286035,25.284018,24.823110,27.616673,30.667635,32.756935,32.660383,27.868036,31.394684,33.081315,30.501078,26.878632,24.178687,25.197662,25.069865,25.561925,25.077400,24.912361,24.516790,25.707685,24.264656,24.111680,25.453644,23.933474,26.931833,25.063995,25.278325,27.642162,31.153687,32.658594,30.972431,20.156687,21.732367,23.669801,23.475512,19.636726,17.585297,17.712510,18.514443,17.453717,17.035751,16.790849,17.467529,17.248907,18.625605,18.491123,16.920751,17.101974,17.541311,18.282447,17.531927,19.439774,21.951156,22.748048,22.321517,19.405170,21.698285,23.750683,21.553845,18.992397,17.553197,17.298135,17.786393,17.677784,17.482126,17.465816,17.087919,17.546674,17.993519,16.954870,17.496977,18.081498,17.783037,18.233305,17.181840,18.776998,22.096494,23.303040,22.750446
